"Número de série do chip","Número de telefone do chip","IMSI do chip","Lote do chip","Operadora do chip","Provedor de serviço do chip","Origem Softruck do chip","Data de criação do chip","Data de atualização do chip","Última origem de integração do chip","Última data de integração do chip","Nome do dispositivo","IMEI do dispositivo","Código do dispositivo","Nome da empresa","CNPJ da empresa","Nome da tag"
"89553202100053858755","5516990567775","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343356096","354778343356096","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100053858730","5516989539037","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050034897","5516990901671","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053162112","867232053162112","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050052832","5516999595121","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050051040","5516999845316","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100049998145","5516996820898","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053148327","867232053148327","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047472531","5516990658871","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054651340","5516999010967","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343341270","354778343341270","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100036342414","5516995709052","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047499658","5516989758257","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050034947","5516990791408","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054651217","5516999993229","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100009385135","5516990581254","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893036502485","864893036502485","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054567546","5516994811015","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053152618","867232053152618","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050028246","5516999283182","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047472515","5516996962524","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863900","5516999194903","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013101940","5516990737126","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050035076","5516990660163","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100032266617","5516999459710","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039419980","865205039419980","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038206","5516995033740","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343412493","354778343412493","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038222","5516990516327","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343412600","354778343412600","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038214","5516995035223","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343401629","354778343401629","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038248","5516990515528","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343412436","354778343412436","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038271","5516998770159","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343403187","354778343403187","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038826","5516999861971","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343401827","354778343401827","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038172","5516994917932","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343410109","354778343410109","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038198","5516995035145","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343413277","354778343413277","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038289","5516990905137","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343413442","354778343413442","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038156","5516994912224","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343411990","354778343411990","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038784","5516999474462","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343406859","354778343406859","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038164","5516994916607","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343410042","354778343410042","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038818","5516999697129","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343405141","354778343405141","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038180","5516995039445","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343412253","354778343412253","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038263","5516998779873","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343414333","354778343414333","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038297","5516990583328","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343412972","354778343412972","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038230","5516990507708","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343413533","354778343413533","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054651357","5516996701862","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343340942","354778343340942","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054651001","5516996828898","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343341650","354778343341650","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100049998152","5516999365489","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053069044","867232053069044","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100057038792","5516994871781","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343414499","354778343414499","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100036343321","5516995699601","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053367125","867232053367125","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047474149","5516996966675","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053182250","867232053182250","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100049998673","5516999968433","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053148426","867232053148426","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013090556","5516990907532","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893038449982","864893038449982","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863934","5516999199898","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039583934","865205039583934","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100017422599","5516990417258","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039431027","865205039431027","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100018029591","5516994846445","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039406136","865205039406136","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054650995","5516999405044","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343338268","354778343338268","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013102120","5516990735558","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863876","5516999190945","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039589030","865205039589030","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100018029559","5516994846398","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039750883","864893039750883","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054651233","5516990987067","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343348101","354778343348101","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100018029534","5516994846393","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039749802","864893039749802","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050028238","5516999288219","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232051490523","867232051490523","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100017422623","5516990419426","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039444723","865205039444723","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100032363398","5516998269704","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778341642455","354778341642455","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100032363406","5516998266385","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053171469","867232053171469","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100018029526","5516994846381","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039438709","865205039438709","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047474073","5516999873351","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053061108","867232053061108","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100053858789","5516995705660","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343342989","354778343342989","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863868","5516999199134","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039607675","865205039607675","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013090598","5516990902812","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893038451921","864893038451921","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050034939","5516990830395","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053141918","867232053141918","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863892","5516999191383","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039437529","865205039437529","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013095639","5516990920485","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893038449248","864893038449248","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013102112","5516990733864","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039751063","864893039751063","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050050752","5516990703492","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053180262","867232053180262","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863918","5516999193147","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039589048","865205039589048","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100017422581","5516990416259","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039441836","865205039441836","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013100215","5516990735539","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039191187","864893039191187","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100009385143","5516990581213","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893036506288","864893036506288","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047499625","5516989751663","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863926","5516996611789","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039603310","865205039603310","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100049998160","5516990765480","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053177599","867232053177599","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013090572","5516990906022","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893038451681","864893038451681","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863843","5516999197060","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","-","-","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100018028429","5516994857919","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039750826","864893039750826","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100018029575","5516994846419","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039573240","865205039573240","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100053858763","5516996908737","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343355916","354778343355916","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100032362846","5516998261530","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778341642083","354778341642083","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013095647","5516990920466","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893038451590","864893038451590","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050052857","5516996823596","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053180692","867232053180692","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050052816","5516996712248","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053141850","867232053141850","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050052907","5516999410473","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053182680","867232053182680","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013102138","5516990733925","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039751436","864893039751436","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050051057","5516990467545","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053136587","867232053136587","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054567553","5516994811047","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053143054","867232053143054","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050052840","5516996776946","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053170271","867232053170271","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047499930","5516989758038","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232051540095","867232051540095","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050034921","5516990925095","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053163110","867232053163110","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047499849","5516989758127","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232051466416","867232051466416","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100036343354","5516995702652","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053178134","867232053178134","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047472523","5516990931822","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053067717","867232053067717","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100049998178","5516990720612","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053154549","867232053154549","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054651225","5516990506935","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343349844","354778343349844","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100036343370","5516995700742","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053148590","867232053148590","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050051065","5516990698453","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232051582055","867232051582055","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047500059","5516989758251","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232051487073","867232051487073","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054651241","5516999987365","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343339605","354778343339605","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100050053004","5516996710576","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053140365","867232053140365","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047499856","5516989756700","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","03/04/2025, 16:50:02","-","-","867232051647460","867232051647460","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100053858706","5516994843684","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343348937","354778343348937","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100049998186","5516999217594","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053179355","867232053179355","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013100223","5516990735502","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039749745","864893039749745","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013095621","5516990920479","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893038449966","864893038449966","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100024863884","5516999196616","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039601652","865205039601652","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100009385093","5516990581198","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893036503038","864893036503038","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100036343339","5516995697408","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053143252","867232053143252","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100049998194","5516990928427","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053145562","867232053145562","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100054652868","5516990589481","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343347798","354778343347798","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100017422565","5516990417229","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","865205039311377","865205039311377","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100009385168","5516990582293","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893036506379","864893036506379","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100053858714","5516996824156","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343360387","354778343360387","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100053858771","5516995708955","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","354778343364678","354778343364678","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100018029567","5516994846408","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893039751394","864893039751394","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100013090564","5516990906094","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","864893038450220","864893038450220","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
"89553202100047472549","5516996825152","-","-","m2data","Algar","Falso","04/03/2024, 13:50:16","04/03/2024, 13:50:16","-","-","867232053150950","867232053150950","-","O GRUPO WIN ASSOCIAÇÃO DE BENEFICIOS","43579314000101","-"
